path	subsystem	declared_owner	final_owner	language	physical_lines	function_definitions	global_definitions	static_functions	include_count	include_consumers	symbol_consumers	build_product	owner_boundary	mutable_state	resource_ownership	policy_ownership	abi_schema_ownership	failure_contract	independent_tests	execution_class	disposition	destination	justification
src/model/target/mapping_gate.c	model.target	model.target.mapping_gate	model.target.mapping_gate	c	457	8	2	6	5	0	2	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/model/target/mapping_gate.c	retains declared reusable-algorithm boundary for model,cli
src/model/target/missing_role.c	model.target	model.target.missing_role	model.target.missing_role	c	650	13	1	12	4	0	1	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/model/target/missing_role.c	retains declared reusable-algorithm boundary for model,cli
src/model/target/model_class_profile.c	model.target	model.target.model_class_profile	model.target.report	c	393	8	1	7	7	0	1	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	merge	src/model/target/report.c	implementation fragment folded into model.target.report; no independent lifecycle or consumer set
src/model/target/output_head_map.c	model.target	model.target.output_head_map	model.target.output_head_map	c	362	5	1	4	4	0	1	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/model/target/output_head_map.c	retains declared reusable-algorithm boundary for model,cli
src/model/target/qtype_policy.c	model.target	model.target.qtype_policy	model.target.qtype_policy	c	359	9	1	8	4	0	1	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	strengthen	src/model/target/qtype_policy.c	retained semantic owner absorbed one or more same-owner fragments
src/model/target/qtype_role_support.c	model.target	model.target.qtype_role_support	model.target.qtype_policy	c	368	9	1	8	4	0	1	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	merge	src/model/target/qtype_policy.c	implementation fragment folded into model.target.qtype_policy; no independent lifecycle or consumer set
src/model/target/report.c	model.target	model.target.report	model.target.report	c	727	26	20	6	8	0	12	libyvex	typed-projection	no-independent-lifecycle-declared	no	no-independent-policy	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	strengthen	src/model/target/report.c	retained semantic owner absorbed one or more same-owner fragments
src/model/target/sidecar_write.c	model.target	model.target.sidecar_write	model.target.sidecar_write	c	93	3	1	2	8	0	3	libyvex	file-serialization	no-independent-lifecycle-declared	yes	no-independent-policy	persisted-schema	typed-owner-failure-contract	shared-owner-suite	production	keep	src/model/target/sidecar_write.c	retains declared file-serialization boundary for model,cli
src/model/target/tensor_collection.c	model.target	model.target.tensor_collection	model.target.tensor_collection	c	1249	34	2	32	10	0	2	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/model/target/tensor_collection.c	retains declared reusable-algorithm boundary for model,cli
src/model/target/tensor_naming.c	model.target	model.target.lowering	model.target.lowering	c	1627	48	2	46	9	0	3	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/model/target/tensor_naming.c	retains declared reusable-algorithm boundary for model,gguf,cli
src/model/target/tokenizer_map.c	model.target	model.target.tokenizer_map	model.target.tokenizer_map	c	438	8	1	7	3	0	1	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/model/target/tokenizer_map.c	retains declared reusable-algorithm boundary for model,cli
src/runtime/core.c	runtime	runtime.core	runtime.core	c	1625	45	21	24	14	0	14	libyvex	resource-lifecycle	declared-lifecycle	yes	no-independent-policy	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/runtime/core.c	retains declared resource-lifecycle boundary for graph,cli
src/runtime/graph.c	runtime	runtime.graph	runtime.graph	c	2000	53	5	48	14	0	2	libyvex	transactional-execution	no-independent-lifecycle-declared	no	no-independent-policy	private-implementation	typed-owner-failure-contract	tests/unit/graph.c,tests/unit/cuda/graph.c	production	keep	src/runtime/graph.c	retains declared transactional-execution boundary for graph,backend,tests
src/server/core.c	server	server.core	server.core	c	1300	29	8	21	17	0	0	libyvex	resource-lifecycle	declared-lifecycle	yes	no-independent-policy	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/server/core.c	retains declared resource-lifecycle boundary for daemon,protocol
src/server/openai/core.c	server.openai	server.openai.lifecycle	server.openai.lifecycle	c	1153	36	7	29	14	0	1	yvexd	resource-lifecycle	declared-lifecycle	yes	no-independent-policy	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/server/openai/core.c	retains declared resource-lifecycle boundary for server.core,provider,protocol
src/server/openai/http.c	server.openai	server.openai.http	server.openai.http	c	309	12	7	5	9	0	0	yvexd	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/server/openai/http.c	retains declared reusable-algorithm boundary for server.openai.lifecycle
src/server/openai/json.c	server.openai	server.openai.json	server.openai.json	c	958	24	2	22	8	0	0	yvexd	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/server/openai/json.c	retains declared reusable-algorithm boundary for server.openai.lifecycle,provider
src/server/openai/private.h	server.openai	server.openai.shared	server.openai.shared	h	150	0	0	0	5	5	0	interface	source-local-interface	no-independent-lifecycle-declared	no	no-independent-policy	internal-abi	typed-owner-failure-contract	shared-owner-suite	production	keep	src/server/openai/private.h	retains declared source-local-interface boundary for server.openai.lifecycle,server.openai.http,server.openai.json,server.openai.render,server.openai.state
src/server/openai/render.c	server.openai	server.openai.render	server.openai.render	c	661	22	6	16	6	0	0	yvexd	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/server/openai/render.c	retains declared reusable-algorithm boundary for server.openai.lifecycle
src/server/openai/state.c	server.openai	server.openai.state	server.openai.state	c	107	5	5	0	3	0	0	yvexd	resource-lifecycle	declared-lifecycle	yes	no-independent-policy	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/server/openai/state.c	retains declared resource-lifecycle boundary for server.openai.lifecycle
src/server/private.h	server	server.shared	server.shared	h	133	0	0	0	2	4	0	interface	private-interface	no-independent-lifecycle-declared	no	no-independent-policy	internal-abi	typed-owner-failure-contract	shared-owner-suite	production	keep	src/server/private.h	retains declared private-interface boundary for server.core,server.protocol,server.session,server.telemetry,server.openai.lifecycle
src/server/protocol.c	server	server.protocol	server.protocol	c	1993	47	12	35	13	0	1	libyvex	public-protocol	no-independent-lifecycle-declared	no	no-independent-policy	private-implementation	typed-owner-failure-contract	tests/unit/protocol.c	production	keep	src/server/protocol.c	retains declared public-protocol boundary for client,daemon
src/server/session.c	server	server.session	server.session	c	1695	37	7	30	9	0	1	libyvex	resource-lifecycle	declared-lifecycle	yes	no-independent-policy	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/server/session.c	retains declared resource-lifecycle boundary for server.core
src/server/telemetry.c	server	server.telemetry	server.telemetry	c	743	22	18	4	12	0	3	libyvex	resource-lifecycle	declared-lifecycle	yes	no-independent-policy	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/server/telemetry.c	retains declared resource-lifecycle boundary for server.core,server.session
src/source/inventory.c	source	source.inventory	source.inventory	c	1171	49	13	36	9	0	5	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/source/inventory.c	retains declared reusable-algorithm boundary for model,compilation
src/core/json.c	core	core.json	core.json	c	479	23	17	6	7	0	11	libyvex	bounded-parser	no-independent-lifecycle-declared	no	no-independent-policy	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/core/json.c	retains declared bounded-parser boundary for source,gguf
src/source/manifest.c	source	source.manifest	source.scan	c	45	2	2	0	2	0	1	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	merge	src/source/scan.c	implementation fragment folded into source.scan; no independent lifecycle or consumer set
src/source/native_weights.c	source	source.native_weights	source.native_weights	c	424	16	9	7	9	0	6	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	tests/unit/native_weights.c	production	keep	src/source/native_weights.c	retains declared reusable-algorithm boundary for model,compilation
src/source/payload.c	source	source.payload	source.payload	c	1470	39	22	17	10	0	6	libyvex	resource-lifecycle	declared-lifecycle	yes	no-independent-policy	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/source/payload.c	retains declared resource-lifecycle boundary for model,compilation
src/source/payload_identity.c	source	source.payload_identity	source.payload_identity	c	112	2	2	0	5	0	2	libyvex	canonical-identity	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/source/payload_identity.c	retains declared canonical-identity boundary for model,compilation
src/source/payload_plan.c	source	source.payload_plan	source.payload_plan	c	272	7	6	1	6	0	3	libyvex	immutable-planning	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/source/payload_plan.c	retains declared immutable-planning boundary for model,compilation
src/source/payload_stream.c	source	source.payload_stream	source.payload_stream	c	793	17	3	14	7	0	2	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/source/payload_stream.c	retains declared reusable-algorithm boundary for model,compilation
src/source/provenance.c	source	source.provenance	source.provenance	c	1154	33	11	22	10	0	14	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/source/provenance.c	retains declared reusable-algorithm boundary for model,compilation
src/source/report.c	source	source.report	source.report	c	1556	44	2	42	11	0	0	libyvex	typed-projection	no-independent-lifecycle-declared	no	no-independent-policy	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/source/report.c	retains declared typed-projection boundary for model,compilation
src/source/safetensors_header.c	source	source.safetensors_header	source.safetensors_header	c	288	10	2	8	8	0	3	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	tests/unit/safetensors_header.c	production	keep	src/source/safetensors_header.c	retains declared reusable-algorithm boundary for model,compilation
src/source/scan.c	source	source.scan	source.scan	c	298	10	3	7	9	0	3	libyvex	bounded-parser	no-independent-lifecycle-declared	no	no-independent-policy	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	strengthen	src/source/scan.c	retained semantic owner absorbed one or more same-owner fragments
src/source/verify.c	source	source.verify	source.verify	c	1057	31	10	21	11	0	10	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/source/verify.c	retains declared reusable-algorithm boundary for model,compilation
src/source/write.c	source	source.write	source.write	c	526	12	2	10	9	0	2	libyvex	transactional-io	no-independent-lifecycle-declared	yes	no-independent-policy	persisted-schema	typed-owner-failure-contract	shared-owner-suite	production	keep	src/source/write.c	retains declared transactional-io boundary for model,compilation
src/tokenizer/core.c	tokenizer	tokenizer.core	tokenizer.core	c	748	31	17	14	6	0	7	libyvex	resource-lifecycle	declared-lifecycle	yes	no-independent-policy	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/tokenizer/core.c	retains declared resource-lifecycle boundary for runtime,cli
src/tokenizer/decode.c	tokenizer	tokenizer.decode	tokenizer.decode	c	837	27	14	13	9	0	3	libyvex	resource-lifecycle	declared-lifecycle	yes	no-independent-policy	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/tokenizer/decode.c	retains declared resource-lifecycle boundary for runtime,generation
src/tokenizer/execution.c	tokenizer	tokenizer.execution	tokenizer.execution	c	1843	68	22	46	6	0	7	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/tokenizer/execution.c	retains declared reusable-algorithm boundary for runtime,cli,generation
src/tokenizer/provider.c	tokenizer	tokenizer.provider	tokenizer.provider	c	761	23	8	15	5	0	2	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	tests/unit/provider.c	production	keep	src/tokenizer/provider.c	retains declared reusable-algorithm boundary for server,generation,provider
src/tokenizer/private.h	tokenizer	tokenizer.shared	tokenizer.shared	h	67	0	0	0	3	5	0	interface	source-local-interface	no-independent-lifecycle-declared	no	no-independent-policy	internal-abi	typed-owner-failure-contract	shared-owner-suite	production	keep	src/tokenizer/private.h	retains declared source-local-interface boundary for tokenizer.core,tokenizer.execution,tokenizer.decode,tokenizer.provider
src/tokenizer/token_input.c	tokenizer	tokenizer.token_input	tokenizer.token_input	c	222	7	6	1	6	0	0	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	tests/unit/token_input.c	production	keep	src/tokenizer/token_input.c	retains declared reusable-algorithm boundary for runtime,cli
src/tokenizer/unicode.c	tokenizer	tokenizer.unicode	tokenizer.unicode	c	405	3	2	1	2	0	3	libyvex	reusable-algorithm	no-independent-lifecycle-declared	no	typed-policy-or-plan	private-implementation	typed-owner-failure-contract	shared-owner-suite	production	keep	src/tokenizer/unicode.c	retains declared reusable-algorithm boundary for tokenizer.execution,tokenizer.decode
