command_id	flag	value_type	required	default_value	admitted_range	enum_values	parser_owner	validator_owner	semantic_owner	environment_equivalent	config_equivalent	protocol_field	tests	documentation	finding	disposition
cli.offline.graph	--runtime-binding	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--runtime-binding-dir	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--scope	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--seed	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--source	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--source-manifest	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--strategy	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--system	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--target	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--temperature	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--text	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--tokens	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--top-k	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--top-p	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--trace-level	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--typical-p	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--user	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--warmup	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.graph	--write-baseline	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	broad route flag union; applicability depends on nested action	registry-schema
cli.offline.quant.convert	--allow-unsupported-qtype	boolean	no	false	present/absent		src/cli/commands/gguf.c	conversion admission	qtype/conversion	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.quant.convert	--arch	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.convert	--native-source	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.convert	--out	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.convert	--out-plan	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.convert	--overwrite	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.convert	--target-qtype	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.convert	--tensor	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.emit	--imatrix-manifest	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.emit	--models-root	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.emit	--out	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.emit	--plan	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.emit	--policy	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.emit	--preset	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.emit	--source	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.emit	--source-manifest	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.emit	--target	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.explain	--imatrix-manifest	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.explain	--models-root	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.explain	--plan	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.explain	--policy	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.explain	--preset	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.explain	--role	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.explain	--source	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.explain	--source-manifest	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.explain	--target	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.explain	--tensor	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.imatrix	--arch	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.imatrix	--dataset	text	no	none	bounded text		src/cli/commands/gguf.c	imatrix manifest parser	calibration manifest	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.quant.imatrix	--format	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.imatrix	--imatrix	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.imatrix	--manifest	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.imatrix	--name	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.imatrix	--out	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.imatrix	--producer	text	no	none	bounded text		src/cli/commands/gguf.c	imatrix manifest parser	calibration manifest	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.quant.imatrix	--status	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.job	--arch	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.job	--command	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.job	--log	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.job	--manifest	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.job	--name	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.job	--native-source	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.job	--out	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.job	--out-gguf	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.job	--status	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.job	--template	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.job	--tool	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.job	--tool-path	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.plan	--backend	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.plan	--imatrix-manifest	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.plan	--models-root	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.plan	--out-plan	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.plan	--policy	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.plan	--preset	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.plan	--source	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.plan	--source-manifest	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.plan	--target	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.policy	--arch	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.policy	--out	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.policy	--policy	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.policy	--template	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.preset	--out	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.summarize	--imatrix-manifest	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.summarize	--models-root	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.summarize	--plan	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.summarize	--policy	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.summarize	--preset	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.summarize	--role	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.summarize	--source	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.summarize	--source-manifest	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.summarize	--target	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.quant.summarize	--tensor	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--audit	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--backend	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--chunk-size	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--context-length	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--family	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--include-attention	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--include-blockers	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--include-decode	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--include-kv	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--include-prefill	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--model	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--output	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--registry	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.context	--tokens	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.input	--model	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.input	--text	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.runtime.input	--tokens	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--audit	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
