surface_id	current_form	disposition	proposed_form	rationale	dependency	migration_risk	implementation_milestone	acceptance_requirement
make.test_artifact_live	make test-artifact-live	retain	make test-artifact-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_artifact_live_plan	make test-artifact-live-plan	retain	make test-artifact-live-plan	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_artifact_live_structure	make test-artifact-live-structure	retain	make test-artifact-live-structure	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_artifact_writer	make test-artifact-writer	retain	make test-artifact-writer	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_artifact_writer_fault	make test-artifact-writer-fault	retain	make test-artifact-writer-fault	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_attention	make test-attention	retain	make test-attention	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_attention_cli_live	make test-attention-cli-live	retain	make test-attention-cli-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_attention_cuda	make test-attention-cuda	retain	make test-attention-cuda	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_attention_fixture_isolation	make test-attention-fixture-isolation	retain	make test-attention-fixture-isolation	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_attention_live	make test-attention-live	retain	make test-attention-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_attention_live_plan	make test-attention-live-plan	retain	make test-attention-live-plan	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_cli	make test-cli	retain	make test-cli	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_cli_cutover	make test-cli-cutover	retain	make test-cli-cutover	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_client	make test-client	retain	make test-client	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_code_natural	make test-code-natural	retain	make test-code-natural	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_core	make test-core	retain	make test-core	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_cuda	make test-cuda	retain	make test-cuda	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_cuda_graph	make test-cuda-graph	retain	make test-cuda-graph	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_cuda_no_nvcc	make test-cuda-no-nvcc	retain	make test-cuda-no-nvcc	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_docs_surface	make test-docs-surface	retain	make test-docs-surface	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_gguf_artifact_abi	make test-gguf-artifact-abi	retain	make test-gguf-artifact-abi	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_gguf_layout_integrity	make test-gguf-layout-integrity	retain	make test-gguf-layout-integrity	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_gguf_qtype_abi	make test-gguf-qtype-abi	retain	make test-gguf-qtype-abi	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_layout	make test-layout	retain	make test-layout	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_materialize	make test-materialize	retain	make test-materialize	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_materialize_deepseek_variant_live	make test-materialize-deepseek-variant-live	retain	make test-materialize-deepseek-variant-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_materialize_live	make test-materialize-live	retain	make test-materialize-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_materialize_live_plan	make test-materialize-live-plan	retain	make test-materialize-live-plan	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_openai	make test-openai	retain	make test-openai	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_openai_agent	make test-openai-agent	retain	make test-openai-agent	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_openai_bet_tennis	make test-openai-bet-tennis	retain	make test-openai-bet-tennis	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_openai_live	make test-openai-live	retain	make test-openai-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_openai_sdk	make test-openai-sdk	retain	make test-openai-sdk	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_packaging	make test-packaging	retain	make test-packaging	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_physical_variant_plan_deepseek_live	make test-physical-variant-plan-deepseek-live	retain	make test-physical-variant-plan-deepseek-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_product_topology	make test-product-topology	retain	make test-product-topology	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_project_ledger	make test-project-ledger	retain	make test-project-ledger	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_protocol	make test-protocol	retain	make test-protocol	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_quant	make test-quant	retain	make test-quant	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_quant_asan	make test-quant-asan	retain	make test-quant-asan	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_quant_iq2_xxs_deepseek_live	make test-quant-iq2-xxs-deepseek-live	retain	make test-quant-iq2-xxs-deepseek-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_quant_live	make test-quant-live	retain	make test-quant-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_quant_live_plan	make test-quant-live-plan	retain	make test-quant-live-plan	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_quant_sanitizers	make test-quant-sanitizers	retain	make test-quant-sanitizers	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_quant_ubsan	make test-quant-ubsan	retain	make test-quant-ubsan	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_repl	make test-repl	retain	make test-repl	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_repository_layout	make test-repository-layout	retain	make test-repository-layout	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime	make test-runtime	retain	make test-runtime	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_asan	make test-runtime-asan	retain	make test-runtime-asan	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_asan_live	make test-runtime-asan-live	retain	make test-runtime-asan-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_attention_live	make test-runtime-attention-live	retain	make test-runtime-attention-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_benchmark	make test-runtime-benchmark	retain	make test-runtime-benchmark	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_benchmark_chart	make test-runtime-benchmark-chart	retain	make test-runtime-benchmark-chart	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_benchmark_chart_live	make test-runtime-benchmark-chart-live	retain	make test-runtime-benchmark-chart-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_binding	make test-runtime-binding	retain	make test-runtime-binding	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_client_refoundation_live	make test-runtime-client-refoundation-live	retain	make test-runtime-client-refoundation-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_decode	make test-runtime-decode	retain	make test-runtime-decode	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_deepseek_decode_live	make test-runtime-deepseek-decode-live	retain	make test-runtime-deepseek-decode-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_deepseek_generation_live	make test-runtime-deepseek-generation-live	retain	make test-runtime-deepseek-generation-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_deepseek_kv_live	make test-runtime-deepseek-kv-live	retain	make test-runtime-deepseek-kv-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_deepseek_logits_live	make test-runtime-deepseek-logits-live	retain	make test-runtime-deepseek-logits-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_deepseek_moe_live	make test-runtime-deepseek-moe-live	retain	make test-runtime-deepseek-moe-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_deepseek_prefill_live	make test-runtime-deepseek-prefill-live	retain	make test-runtime-deepseek-prefill-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_deepseek_sampling_live	make test-runtime-deepseek-sampling-live	retain	make test-runtime-deepseek-sampling-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_deepseek_tokenizer_live	make test-runtime-deepseek-tokenizer-live	retain	make test-runtime-deepseek-tokenizer-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_deepseek_transformer_live	make test-runtime-deepseek-transformer-live	retain	make test-runtime-deepseek-transformer-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_deepseek_variant_generation_live	make test-runtime-deepseek-variant-generation-live	retain	make test-runtime-deepseek-variant-generation-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_descriptor	make test-runtime-descriptor	retain	make test-runtime-descriptor	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_digests	make test-runtime-digests	retain	make test-runtime-digests	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_envelope	make test-runtime-envelope	retain	make test-runtime-envelope	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_family_neutrality	make test-runtime-family-neutrality	retain	make test-runtime-family-neutrality	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_generation	make test-runtime-generation	retain	make test-runtime-generation	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_host	make test-runtime-host	retain	make test-runtime-host	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_logits	make test-runtime-logits	retain	make test-runtime-logits	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_model_session	make test-runtime-model-session	retain	make test-runtime-model-session	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_moe	make test-runtime-moe	retain	make test-runtime-moe	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_operator	make test-runtime-operator	retain	make test-runtime-operator	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_phases	make test-runtime-phases	retain	make test-runtime-phases	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_prefill	make test-runtime-prefill	retain	make test-runtime-prefill	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_profile	make test-runtime-profile	retain	make test-runtime-profile	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_residency	make test-runtime-residency	retain	make test-runtime-residency	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_sampling	make test-runtime-sampling	retain	make test-runtime-sampling	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_sanitizers	make test-runtime-sanitizers	retain	make test-runtime-sanitizers	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_sanitizers_live	make test-runtime-sanitizers-live	retain	make test-runtime-sanitizers-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_sessions	make test-runtime-sessions	retain	make test-runtime-sessions	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_state	make test-runtime-state	retain	make test-runtime-state	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_streaming	make test-runtime-streaming	retain	make test-runtime-streaming	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_telemetry	make test-runtime-telemetry	retain	make test-runtime-telemetry	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_tokenizer	make test-runtime-tokenizer	retain	make test-runtime-tokenizer	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_transformer	make test-runtime-transformer	retain	make test-runtime-transformer	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_turns	make test-runtime-turns	retain	make test-runtime-turns	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_ubsan	make test-runtime-ubsan	retain	make test-runtime-ubsan	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_runtime_ubsan_live	make test-runtime-ubsan-live	retain	make test-runtime-ubsan-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_source_ownership	make test-source-ownership	retain	make test-source-ownership	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_source_payload_live	make test-source-payload-live	retain	make test-source-payload-live	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_source_payload_live_plan	make test-source-payload-live-plan	retain	make test-source-payload-live-plan	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_surface	make test-surface	retain	make test-surface	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_tokenizer	make test-tokenizer	retain	make test-tokenizer	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.test_transform_ir_live_plan	make test-transform-ir-live-plan	retain	make test-transform-ir-live-plan	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
make.update_runtime_benchmark_charts	make update-runtime-benchmark-charts	external-evidence-only	make update-runtime-benchmark-charts	classified Make target owned by Makefile	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
package.product	build/package/product	retain	build/package/product	classified package owned by Makefile; config/package_manifest.tsv	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
repl.attach	/attach	retain adapter	/attach NAME	hardcoded separately from external dispatch	canonical operation registry and approved taxonomy	high	V010.OPERATOR.COMMAND.CONSOLE.0	one authoritative operation; generated or validated help; behavior and refusal regression
repl.cancel	/cancel	retain interaction	/cancel	hardcoded separately from external dispatch	canonical operation registry and approved taxonomy	high	V010.OPERATOR.COMMAND.CONSOLE.0	one authoritative operation; generated or validated help; behavior and refusal regression
repl.close	/close	retain adapter	/close	hardcoded separately from external dispatch	canonical operation registry and approved taxonomy	high	V010.OPERATOR.COMMAND.CONSOLE.0	one authoritative operation; generated or validated help; behavior and refusal regression
repl.detach	/detach	retain adapter	/detach	hardcoded separately from external dispatch	canonical operation registry and approved taxonomy	high	V010.OPERATOR.COMMAND.CONSOLE.0	one authoritative operation; generated or validated help; behavior and refusal regression
repl.help	/help	replace with registry projection	/help [PATH]	hardcoded separately from external dispatch	canonical operation registry and approved taxonomy	high	V010.OPERATOR.COMMAND.CONSOLE.0	one authoritative operation; generated or validated help; behavior and refusal regression
repl.new	/new	retain adapter	/new [NAME]	hardcoded separately from external dispatch	canonical operation registry and approved taxonomy	high	V010.OPERATOR.COMMAND.CONSOLE.0	one authoritative operation; generated or validated help; behavior and refusal regression
repl.quit	/quit	retain interaction	/quit	hardcoded separately from external dispatch	canonical operation registry and approved taxonomy	high	V010.OPERATOR.COMMAND.CONSOLE.0	one authoritative operation; generated or validated help; behavior and refusal regression
repl.reset	/reset	retain adapter	/reset	hardcoded separately from external dispatch	canonical operation registry and approved taxonomy	high	V010.OPERATOR.COMMAND.CONSOLE.0	one authoritative operation; generated or validated help; behavior and refusal regression
repl.sessions	/sessions	retain adapter	/sessions	hardcoded separately from external dispatch	canonical operation registry and approved taxonomy	high	V010.OPERATOR.COMMAND.CONSOLE.0	one authoritative operation; generated or validated help; behavior and refusal regression
repl.status	/status	rename or split	/session	hardcoded separately from external dispatch	canonical operation registry and approved taxonomy	high	V010.OPERATOR.COMMAND.CONSOLE.0	one authoritative operation; generated or validated help; behavior and refusal regression
script.cli_accounts_sh	tests/cli/accounts.sh	retain-test	tests/cli/accounts.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_artifact_corruption_sh	tests/cli/artifact_corruption.sh	retain-test	tests/cli/artifact_corruption.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_artifact_identity_sh	tests/cli/artifact_identity.sh	retain-test	tests/cli/artifact_identity.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_artifact_integrity_regression_sh	tests/cli/artifact_integrity_regression.sh	retain-test	tests/cli/artifact_integrity_regression.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_artifact_integrity_sh	tests/cli/artifact_integrity.sh	retain-test	tests/cli/artifact_integrity.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_artifact_metadata_sh	tests/cli/artifact_metadata.sh	retain-test	tests/cli/artifact_metadata.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_attention_graph_sh	tests/cli/attention_graph.sh	retain-test	tests/cli/attention_graph.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
